id,graduation,university_course,university,profession,activity,company,city,state,P1,P2,P3,P4,P5,P6
0x579A7C24C0399749AAE19CB35A66854BEF28CF87,Especialização,Estratégia empresarial,FACULDADE DE TECNOLOGIA SAINT PAUL,Analista,,chemo do barsil,NULL,NULL,0,TRUE,TRUE,0,Saint Paul,TRUE
0x57CAD248934D86B503DC948A4FF58866E6FA25CF,Bacharelado,Administração,Fundação Karnig Bazarian,Supervisor,"Como chefe de produção/Supervisor atuando na gestão de mão de obra e da produção, garantindo que o volume de produto planejado sejam fabricados com qualidade e na data fim desejada pelo cliente,",Prysmiangroup,NULL,NULL,4,TRUE,TRUE,4,Minha empresa - benefício LITpass,TRUE
0x5D8224494AA8178DA4B511DE9D6B5C8EE377ECAF,Mestrado,Engenharia Elétrica,UNICAMP,Engenheiro,"Atuei como engenheiro de instrumentação e controle, desenvolvendo projetos de modernização do sistema de controle, na sua implementação e comissionamento.",Eletronuclear,NULL,NULL,4,TRUE,TRUE,2,Google,TRUE
0x5DC12A45251EEBE253AC9C04456B81368F99D6E4,Bacharelado,ADMINISTRAÇÃO,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,Estagiário,"Interface com middle Office para apoio e fechamento mensal de derivativos (MTM); Leitura e análise de mercado (curvas, índices, etc) dos principais fatores de risco de mercado; Precificação de operações de clientes, fornecedores e derivativos de Hedge.",Votorantim Cimentos,NULL,NULL,2,TRUE,TRUE,3,Saint Paul,FALSE
0x07D4F8B71DD5547CD5163BF91C30458FA62F4DF6,Bacharelado,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,Unifev,Planejamento Senior,"Sou responsável pleno planejamento estratégico e criativo de ação de live marketing. Comunicação, eventos, promoções.",Agência um.a,NULL,NULL,3,FALSE,TRUE,4,Saint Paul,TRUE
0x092C3E7E7DD3BD994CFA2D243BE92F8470ADE581,Especialização,ARQUITETURA E URBANISMO,FGV,Gerente,Gerente de investimentos,Banco Safra,NULL,NULL,4,TRUE,TRUE,4,Saint Paul,TRUE
0x0DB9226D9D17D06666242A82F70124097387BFF8,Bacharelado,Matemática Aplicada e computacional,USP,Especialista,Riscos de investimento ALM Risco de Crédito Risco de Liquidez Fundos de investimentos Renda Fixa,Funcesp,NULL,NULL,0,FALSE,FALSE,2,Saint Paul,FALSE
0x0DC7B6F74509EA21FFE8D000F498EC3811287D7B,Bacharelado,FARMÁCIA,USP,Analista Senior,Analista de Internacionalização,Aché Laboratórios,NULL,NULL,4,TRUE,TRUE,1,Linkedin,TRUE
0x12F50D4F1F01EE94E7EC22096DB7F4853E85F06B,Bacharelado,Engenharia Elétrica,Universidade Federal da Bahia,Auditor,,Servidora Pública Federal - Receita Federal,NULL,NULL,4,FALSE,FALSE,4,Google,TRUE
0x13B0BA0AF096D44CDAFF670677BF60AFD3237984,Bacharelado,ADMINISTRAÇÃO,UNIVERSIDADE MUNICIPAL DE SÃO CAETANO DO SUL,Analista Junior,Analista de Precificação de Leasing e Locação de veículos,Banco Rodobens,NULL,NULL,0,TRUE,TRUE,1,Saint Paul,TRUE
0x168C6534A75B79A320E3777200E4AFEDF3BCC3BC,MBA,Gestão de negócios,FACULDADE FIA DE ADMINISTRAÇÃO E NEGÓCIOS,Analista Senior,"Profissional com 11 anos de experiência na gestão de finanças e tesouraria, atuando em empresas multinacionais de grande porte no seguimento de gás, petróleo, centro de serviços compartilhados.",ULTRAPAR,NULL,NULL,2,FALSE,FALSE,3,Saint Paul,TRUE
0x176DF0F09FB17C828B8858C4D4E23BC5E5BC97D9,Bacharelado,contabilidade,faculdades osvaldo cruz,Outros,,autonomo,NULL,NULL,0,FALSE,TRUE,2,Linkedin,TRUE
0x1C710B1CA4BC921803CF096A5B2BB48D55947E4D,Especialização,Gestão de Negócios com Foco em Competências Comportamentais,CENTRO UNIVERSITÁRIO CELSO LISBOA,Coordenador,,Aniima Educação S.A,NULL,NULL,4,TRUE,TRUE,4,Saint Paul,TRUE
0x5F8C02364EC75E4D04F16BCB2E95E230340554F4,Bacharelado,Ciência e Economia,Centro Universitário de Bauru,Estagiário,"Realização de análises macro e micro econômicas voltadas para o mercado de capitais brasileiro, grupos de whats App focado em educação financeira para todos os públicos, etc",ThriveCore,NULL,NULL,4,TRUE,TRUE,4,Outros,TRUE
0x5FAF0E3F6DD321B0FC8710BEE1C639B484226090,Bacharelado,Tradução e Interpretação,Uninove,Outros,Tradutor e intérprete,King Tradução,NULL,NULL,0,FALSE,FALSE,0,Outros,FALSE
0x5FD408055D40200E62AAFB8724DE88D3DF79445F,Especialização,Auditoria em Serviço de Saúde,Faculdade Israelita de Ciências da Saúde Albert Einstein,Especialista,Enfermeira Auditoria do SUS,seguros unimed,NULL,NULL,4,FALSE,TRUE,1,Minha empresa - benefício LITpass,TRUE
0x657E151529CE6D1FB3748BF36E6019D713D2284F,Bacharelado,Engenharia Mecânica,UNESP,Engenheiro,,Prysmian Group,NULL,NULL,4,TRUE,TRUE,2,Minha empresa - benefício LITpass,TRUE
0x66739A281072457549F6BCF80F4EA800A0D5E224,SEM FORMAÇÃO,,,SEM EXPERIÊNCIA,,,NULL,NULL,0,FALSE,FALSE,0,Facebook,FALSE
0x67B3CB7F94E00888AA96478040EE627EE5DDB47A,MBA,Gestão Financeira,ESCOLA DE ECONOMIA DE SÃO PAULO,Analista Senior,,Banco Safra,NULL,NULL,1,FALSE,TRUE,4,Minha empresa - benefício LITpass,TRUE
0x688D201D2C3EEC583DBA513A09872F0077CB7E12,Bacharel em Ciências Contábeis,Contábeis,Faculdades Oswaldo Cruz,Coordenador,"Elaboração do Relatório Gerencial, Budget, Forecast, Estimativa semanal, Rentabilidade por produto, região/pais, escritório de vendas e clientes e EVA - Economic Value Added por área de negócio e planta.",Duratex,NULL,NULL,4,TRUE,TRUE,4,Saint Paul,FALSE
0x69A5DE007CAE7FB80E74165DF83D40748E684254,Bacharelado,ADMINISTRAÇÃO,Unirn,Diretor,,Tribunal de Justiça,NULL,NULL,4,FALSE,TRUE,3,Linkedin,FALSE
0x6C3B3930930396FDF998B6FAB0A7CAD77571909E,SEM FORMAÇÃO,,,Estagiário,"Área comercial, atuando com operacional da empresa, no atendimento a clientes, organização de informação e alterações de contrato.",CELESC. D,NULL,NULL,4,TRUE,TRUE,4,"Mídia (revista, jornais, sites)",TRUE
0x00B325BD7A48B74F460D242B78724A75D54EA89E,SEM FORMAÇÃO,,,SEM EXPERIÊNCIA,,,NULL,NULL,0,FALSE,FALSE,0,Google,FALSE
0x058AEC7A23888E9E07EB3D80F5DE838866688A63,MBA,MBA Executivo em Governança de TI,FACULDADES INTEGRADAS DA UPIS,Superintendente,,BRB,NULL,NULL,1,TRUE,TRUE,1,Outros,TRUE
0x08201E8D1CD7902E1779CEBB7AF0E7099C948E0A,SEM FORMAÇÃO,,,SEM EXPERIÊNCIA,,,NULL,NULL,1,FALSE,TRUE,4,Minha empresa - benefício LITpass,TRUE
0x092C3E7E7DD3BD994CFA2D243BE92F8470ADE581,Bacharelado,ADMINISTRAÇÃO,UNIVERSIDADE CRUZEIRO DO SUL,Gerente,Gerente de relacionamento empresas,Itaú Unibanco SA,NULL,NULL,4,TRUE,TRUE,4,Saint Paul,TRUE
0x0A8009A155E87330DC8C29CB7B86C7EB15F35A89,Tecnólogo,Gestão de Seguros,UNIVERSIDADE NOVE DE JULHO,Gerente,"Responsável pela gestão de comercialização do produto Cartão de Crédito Bradesco Seguros, e relacionamento com os canais de distribuição: Rede de Agências Bradesco e Corretores de Seguros.",BRADESCO SEGUROS S.A.,NULL,NULL,2,TRUE,TRUE,3,Outros,FALSE
0x0E8C720876420490B6596DD2F508493E1454ADAD,Bacharel,Engenharia Física,UFSCar,SEM EXPERIÊNCIA,,,NULL,NULL,2,FALSE,TRUE,3,Outros,TRUE
0x18B0EDA5DBDDA340AB752E58E5C6F88CAB6533C7,Bacharelado,Administração com Habilitação em Comércio Exterior,UNIVERSIDADE DO EXTREMO SUL CATARINENSE,SEM EXPERIÊNCIA,,,NULL,NULL,0,TRUE,TRUE,0,Outros,TRUE
0x1AAC505330DC92201E636A44B27F76BD0E5B2502,LICENCIATURA,MATEMÁTICA,CLARETIANO,Analista,"Responsável pela revisão de todo o fechamento contábil (realizada por um escritório terceiro) e pela consolidação das demonstrações, análise de variações e reportes para a diretoria.",PARTAGE,NULL,NULL,0,TRUE,TRUE,3,Outros,FALSE
0x1C770BFD25467377DDBDFB86D398CDC76F019634,Bacharelado,CIÊNCIAS CONTÁBEIS,UNIVERSIDADE ESTADUAL DE MONTES CLAROS,Gerente,,CAIXA ECONOMICA FEDERAL,NULL,NULL,4,TRUE,TRUE,4,Outros,TRUE
0x1D0D6508E72790C8FEBB31487AD02CC9E1F16BB7,Licenciatura,Pedagogia,ULBRA - Univesidade Luterana do Brasil,Outros,Sou Professor nesta Instituição,Instituto Municipal de Belas Artes,NULL,NULL,2,TRUE,FALSE,2,Outros,FALSE
0x001527220F1B3767657C9F97209558EE184B066C,Bacharelado,ENGENHARIA MECÂNICA,CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS,Analista,Análise e regulação de orçamentos de manutenção automotiva,ALD Automotive,NULL,NULL,4,FALSE,TRUE,2,Outros,TRUE
0x0B028603B4B1A19E08C2A72706750F2138A48334,SEM FORMAÇÃO,,,Vendedor,"Excelente experiência, local onde comecei como estoquista e fui progredindo ate me tornar vendedor, lugar onde amadureci como pessoa e profissionalmente.",Penauto Peças Automotivas,NULL,NULL,2,TRUE,TRUE,1,Outros,TRUE
0x0D63C2C8F47B4FA7BFA7592603A0815783182A12,Bacharelado,CIÊNCIAS CONTÁBEIS,UNIVERSIDADE FEDERAL DA BAHIA,Consultor,,WS,NULL,NULL,0,FALSE,TRUE,0,Linkedin,FALSE
0x0EBD9CF5C7D426A5608ECECA44B75A30610BEB83,Curso Técnico,"Técnico em Hospedagem, Turismo e Hospitalidade",Centro Universitário SENAC,Analista,- Focal Local Point a nível Regional (Américas). - Relacionamento B2B e B2C. - Reuniões com clientes corporativos para calibração de métricas e apresentação de resultados. - Previsão e acompanhamento de resultados.,AXA no Brasil,NULL,NULL,4,TRUE,TRUE,2,Saint Paul,TRUE
0x0ED3C675E8AC103EF14C68FA2F6B0D444C8CBFAF,Bacharelado,CIÊNCIAS CONTÁBEIS,UFRJ,Sócio/ Dono / Proprietário,Consultoria financeira e de estratégia para investidores e empreendedores no segmento de empresas de pequeno e médio portes.,RIO TECNOLOGIA,NULL,NULL,4,TRUE,TRUE,4,YouTube,TRUE
0x15D502E21F4BB40C350219BDF17A48D9F447AF55,Bacharelado,CIÊNCIAS CONTÁBEIS,Faculdades Anglo Latino,Controller,,E com Construtora,NULL,NULL,0,TRUE,FALSE,1,Saint Paul,TRUE
0x16B06BD9B738835E2D134FE8D596E9AB0086A985,SEM FORMAÇÃO,,,SEM EXPERIÊNCIA,,,NULL,NULL,0,FALSE,FALSE,0,Saint Paul,FALSE
0x1A071DA3FAA38B23BF33261CD76FC4AAD2EE2C12,Bacharelado,ENGENHARIA DE PRODUÇÃO,UVV,Empreendedor (a),um aprendizado a cada dia,jkm comercio,NULL,NULL,4,TRUE,FALSE,4,Outros,TRUE
0x1B8C5ADEC28DD477E5102FD83D03835C2A34AA39,SEM FORMAÇÃO,,,Caixa Bancário,,Itaú Unibanco,NULL,NULL,3,FALSE,TRUE,2,Facebook,TRUE
0x031B22A7D02B017F720A16A69EE716020BDB68FA,Tecnólogo,TECNOLOGIA EM GESTÃO FINANCEIRA,FACULDADE AIEC,Analista,,Caixa Econômica Federal,NULL,NULL,0,TRUE,TRUE,2,Google,TRUE
0x055BAF5D19C2FC127F98A78BEE5BA6146E5B6C48,SEM FORMAÇÃO,,,Analista Junior,"Analista de Riscos Operacionais Jr.  ? Identificar os controles necessários a segurança do patrimônio da cooperativa. ? Mapeamento de processos, sugerir a inserção de procedimentos de controles por oc",CECRESP,NULL,NULL,0,FALSE,FALSE,0,Outros,FALSE
0x120F6BE60695371B4BC77ABF57F3938158B292A9,Bacharelado,Ciência Contábeis,FACULDADE FLAMINGO,Auditor,"Iniciei minha carreira a 8 anos atrás (2012) como trainee na empresa BDO Auditores Independentes, atualmente ocupo o cargo de Gerente de Auditoria Contábil, com experiência em indústrias de capital aberto (CVM) de grande porte.",BDO Auditores Independentes,NULL,NULL,4,TRUE,TRUE,4,Saint Paul,TRUE
0x142EC33B212EE3F68349470A8F8125E22C902D0E,Bacharelado,ENGENHARIA MECÂNICA,UNIVERSIDADE FEDERAL DE ITAJUBÁ - UNIFEI,Gerente,Atuei como Gerente de Território gerindo uma carteira de clientes.,Ecolab,NULL,NULL,4,TRUE,FALSE,4,Google,TRUE
0x1653C8325EA4717AA38C5CBFBF68C98A9BF97E4C,Extensão,Finanças,COPPEAD-UFRJ,Analista,"Responsável por toda a rotina financeira da StartUp, com ênfase em elaboração de orçamento, precificação de produtos, análise de Real x Orçado, controle e projeção do fluxo de caixa, contas a pagar e a receber, rotinas administrativas e de RH",Easy Live Entretenimento S.A.,NULL,NULL,1,TRUE,TRUE,3,Saint Paul,TRUE
0x16F13443BF8DE04929C19EF7919138FBEFDCB43D,Bacharelado,ADMINISTRAÇÃO,faculdade da serra gaucha,Superintendente,,Caixa Economica Federal,NULL,NULL,4,FALSE,FALSE,0,Google,FALSE
0x1802C45DF22A85C7DA5A5C377993E573BEFE02B7,Bacharelado,ADMINISTRAÇÃO,Uniesp,Analista Senior,"Analista Financeiro desempenhando Planejamento, Orcamento e Fluxo de Caixa Financeiro, Contas a Pagar e Receber. Tenho 15 anos na área financeira.",Finvest Financas e Investimentos,NULL,NULL,0,FALSE,FALSE,0,Saint Paul,FALSE
0x02C73DFCDD1FA293F4997642C350AFED13D00BAF,Bacharelado,Segurança Pública,Academia de Polícia Militar Dom João VI,Gerente,Atualmente ocupo o posto de Oficial Superior (Major) e sou o chefe da área logística do batalhão onde sirvo.,Polícia Militar do Estado do Rio de Janeiro,NULL,NULL,4,FALSE,TRUE,4,Instagram,TRUE
0x02C73DFCDD1FA293F4997642C350AFED13D00BAF,Especialização,ADMINISTRAÇÃO PÚBLICA,UNIVERSIDADE FEDERAL FLUMINENSE,Gerente,Atualmente ocupo o posto de Oficial Superior (Major) e sou o chefe da área logística do batalhão onde sirvo.,Polícia Militar do Estado do Rio de Janeiro,NULL,NULL,4,FALSE,TRUE,4,Instagram,TRUE
0x0354521104D3849F1F35EEB3927F78D0A9625385,Bacharelado,ADMINISTRAÇÃO,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,Analista,,BANCO,NULL,NULL,0,FALSE,FALSE,2,Outros,TRUE
0x07281BEA27900C8730603CB9CA3560BDC4A47BA9,Bacharelado,Administração de Empresas,UFBA,Analista,"Sou analista de preços para o varejo nos estados do Pará/Maranhão/Tocantins, direcionando a estratégia de contribuição e volume da companhia na região.",Raízen Combustíveis,NULL,NULL,4,TRUE,TRUE,4,Google,TRUE
0x092C3E7E7DD3BD994CFA2D243BE92F8470ADE581,Especialização,Gestão Financeira,CENTRO UNIVERSITÁRIO SENAC,Gerente,Gerente de relacionamento empresas,Banco Bradesco SA,NULL,NULL,4,TRUE,TRUE,4,Saint Paul,TRUE
0x0B2C160431B26865D174FBF005C88089DF144BC8,Especialização,Auditoria e Perícia Contábil,UNIVERSIDADE DA AMAZÔNIA,Auditor,,BDO,NULL,NULL,4,TRUE,FALSE,0,Saint Paul,TRUE
0x0D8F75A6E9CEA9EBB6A861416271154198E0E025,Bacharelado,Enganharia Civil,Uniderp,SEM EXPERIÊNCIA,,,NULL,NULL,4,TRUE,TRUE,4,Outros,TRUE
0x1499C88131166A7F0E15A126E4DA4E7CAAFB51CF,MBA,MBA em controladoria e finanças,UNIVERSIDADE CRUZEIRO DO SUL,Outros,Tecnico em contabilidade,universidade federal de são paulo,NULL,NULL,4,TRUE,TRUE,1,Instagram,FALSE
0x19EC4DAD2E6CF9800798960CBC6401B1E962E39D,Bacharelado,CIÊNCIAS CONTÁBEIS,UFPE,Gerente,Gerente de Planejamento e Controle,Neoenergia,NULL,NULL,2,FALSE,FALSE,2,Saint Paul,TRUE
0x041D8BF71FD9802FCDFE2FC30442E2C2FC997058,Licenciatura,HISTÓRIA,FUNDAÇÃO UNIVERSIDADE FEDERAL DA GRANDE DOURADOS,Representante Comercial,,K2 Medical Import,NULL,NULL,4,TRUE,TRUE,4,Instagram,TRUE
0x058198AF80BE4F7026C9D0D08A7AF3C5EBB285A6,Tecnólogo,TECNOLOGIA EM GESTÃO PÚBLICA,UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ,SEM EXPERIÊNCIA,,,NULL,NULL,4,TRUE,TRUE,3,Google,TRUE
0x058AEC7A23888E9E07EB3D80F5DE838866688A63,MBA,Gestão de Projetos,UNIVERSIDADE CATÓLICA DE BRASÍLIA,Superintendente,,BRB,NULL,NULL,1,TRUE,TRUE,1,Outros,TRUE
0x066F6065071B7F5E8335F560B539852965D41319,MBA,Tecnologia da Informação Aplicada à Gestão Estratégica de Negócios,IBE FGV,Analista,Analista de sistemas especialista com atuação de entrega de projetos de outsourcing e projetos transacionais. Atualmente exerço a função de arquiteto de soluções integradas voltada p/ infraestrutura.,IBM,NULL,NULL,4,FALSE,TRUE,2,Outros,FALSE
0x0BA666E275E1BB48FF2BB345B3215B2A226F68A1,Bacharelado,ADMINISTRAÇÃO,UNIVERSIDADE PRESBITERIANA MACKENZIE,Estagiário,Foi uma experiencia muito boa que me mostrou possibilidades para crescimento profissional e pessoal,Talenses,NULL,NULL,4,TRUE,TRUE,3,Linkedin,TRUE
0x0D95D5BA9571E90AB576EDA11D705869A35CB57E,Bacharelado,DIREITO,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Estagiário,,TRIBUNAL DE JUSTIÇA DO ESTADO DO RIO DE JANEIRO,NULL,NULL,4,TRUE,TRUE,2,Google,FALSE
0x120C337A193F3914A1D5268C2651774EC5816B5A,Bacharelado,ADMINISTRAÇÃO,UNIVERSIDADE CRUZEIRO DO SUL,Analista,Analista de Governança Corporativa Sênior.,CPFL Renováveis,NULL,NULL,2,FALSE,TRUE,4,Linkedin,TRUE
0x13C80015875A668E8FC059517FFD124ABBDA63C1,Bacharelado,Ciência e Economia,UFF,SEM EXPERIÊNCIA,,,NULL,NULL,4,TRUE,TRUE,2,"Mídia (revista, jornais, sites)",TRUE
0x1499C88131166A7F0E15A126E4DA4E7CAAFB51CF,Bacharelado,Gestão de Politicas Públicas,UNIVERSIDADE DE SÃO PAULO,Outros,Tecnico em contabilidade,universidade federal de são paulo,NULL,NULL,4,TRUE,TRUE,1,Instagram,FALSE
0x0091FD45A88A684D9B8D9F8E30A3741FF459A0FA,Licenciatura,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,UNIVERSIDADE ANHEMBI MORUMBI,SEM EXPERIÊNCIA,,,NULL,NULL,4,TRUE,TRUE,2,Minha empresa - benefício LITpass,TRUE
